"Factor1" "Factor2" "Factor3" "Factor4" "Factor5" "textclass"
"G69" -0.358954719537888 0.817904154364755 0.0626809468883794 -0.702865716600183 -0.663588217370263 "nonfiction"
"G70" 0.22058609594855 3.34796139828424 0.812539765303211 0.258107666169254 1.25271613493672 "nonfiction"
"G71" -0.50061736884374 1.10444074216255 -0.454221265890425 -0.249312454431011 -0.0993500937526144 "nonfiction"
"G72" -1.03886662990548 0.468276404158259 0.564079740212962 0.0811757715951357 -0.720943164945157 "nonfiction"
"G73" -0.240095603205232 0.64998971477199 -0.44938350937092 -0.259925686053104 -0.659519981506501 "nonfiction"
"G74" 0.0866890210280047 0.743854483939198 0.499733940492812 0.801122801324111 -0.753640832428244 "nonfiction"
"G75" 0.683951259744834 0.49684069773784 0.144759127581951 -0.430845916406075 1.28910748184171 "nonfiction"
"H01" -1.72888916675826 -1.50964937686465 0.748321413393764 -0.142245621732302 -0.630025203584157 "misc"
"H02" -1.27987134793979 0.271157210195232 1.41189236622511 -0.407149660715609 -1.15677999741291 "misc"
"H03" -0.424036888586571 0.618163071825742 0.476264368199052 -0.14309809420433 0.0197452022451276 "misc"
"H04" -1.28219693271877 -0.460553726362883 -0.21689436173729 -0.767673851268989 -0.0680392589688399 "misc"
"H05" -1.19377498859953 0.769928841878417 -0.0467702997744726 0.214914273737865 0.404404519520908 "misc"
"H06" -1.61174841855896 -1.81599524776277 -0.624966356453483 -0.599844781048862 0.279224182571633 "misc"
"H07" -1.04078958693158 -0.248304980851893 0.575052863815981 -0.32790842708566 -0.556492188285604 "misc"
"H08" -0.297121481314692 -1.28110562083651 -0.0287884713269246 0.28744701576292 -0.4283482695179 "misc"
"H09" -1.54894906024104 -1.42865888586929 -0.263152463611662 -0.262122526081757 0.509550901018393 "misc"
"H10" -1.82122172663296 -1.72700040202781 -0.910287271546397 -0.341507490753007 -0.291302393291446 "misc"
"H11" -1.58548663420201 -0.97895995808481 -0.382971667337548 -0.561227088950174 0.495269517198002 "misc"
"H12" -1.24864475263351 -1.64777192853882 0.147550074244469 0.277448392682981 -0.0789676972831069 "misc"
"H13" -0.508171849220882 -0.556474500405247 0.471044918929029 0.289436131809846 -1.37090765543741 "misc"
"H14" -0.955204053605782 -1.59636442140002 -0.362894543993544 -0.769485383763321 2.02128440083577 "misc"
"H15" -0.608972442458454 -1.65138287230189 1.88473612879884 -0.831636181405891 0.762681119494568 "misc"
"H16" -1.00589458515407 -1.37059806123489 -0.527972807569324 0.46297247536913 -0.588708424992166 "misc"
"H17" -0.36198923614835 -0.0922040648498423 -0.445306292801248 1.25588376546669 -0.466651763707271 "misc"
"H18" -0.527375175617727 0.359057121579698 2.59366739162858 -0.682503517424171 2.73057053924238 "misc"
"H19" -0.731156073187172 -0.440275941485403 1.59369402059467 -0.484474757844556 -0.825084493343643 "misc"
"H20" -1.58871121133667 -1.09325113570872 -0.0761358219938028 -0.674707188780243 -0.193058293945073 "misc"
"H21" -1.66734437694345 -0.236176464812158 -0.362546550360226 0.24646874522818 0.222492858001598 "misc"
"H22" -1.58168050565721 -2.28989226176034 0.253745960590643 1.35717055353485 0.124044665247092 "misc"
"H23" -1.66162518996102 -0.509027542022378 0.17634655620322 -0.669227065089345 -0.221451021354083 "misc"
"H24" 0.243514292599478 -3.10352945618813 3.87302658521918 -0.246075333004906 1.47654203553868 "misc"
"H25" -0.728004048674566 -0.24108612292832 0.387023925797839 0.372774985390028 -0.0820920641409086 "misc"
"H26" -0.71541443913031 -0.0614800564080664 -1.27532196425538 -1.05704553562447 -0.433566885941278 "misc"
"H27" -1.42084269481741 -0.875085130573132 -0.215773568327293 -0.82416741932727 0.0640095638696404 "misc"
"H28" -1.36903032482765 -2.16572903543307 -0.158624325556376 -0.578320506822518 -0.0643542458314152 "misc"
"H29" -1.26207818269354 -0.371746312519173 -0.724601750146414 -0.127451809589973 -0.268794311607745 "misc"
"H30" -1.11149347296948 -0.80273153276329 1.34908854343797 0.0523256488616772 0.669837567258789 "misc"
"J01" -1.4535753716024 0.259401644685117 -0.207236907761016 -0.403321323386595 -0.14634062750872 "academ"
"J02" -1.22631192619724 -1.39838070049289 -0.548570232578504 -0.711139927121532 2.08797486990321 "academ"
"J03" -1.12424805901429 -0.0297527491727201 0.98997043727914 -0.312704250182197 0.409380670157734 "academ"
"J04" -1.471530473623 0.121902143231177 -0.316167965994165 -0.0386315541845715 2.02160612240635 "academ"
"J05" -1.41193729222174 1.48361880351453 -0.544144430065541 -1.03177767499185 -0.142933580447588 "academ"
"J06" -1.59683502566717 -0.684166456967191 -0.763581486073881 -0.597614960879158 1.22479949297318 "academ"
"J07" -1.40346154756898 -1.03015863899547 0.264937478385218 -0.571078629216955 0.923730367989136 "academ"
"J08" -1.70900627319828 0.174407899220376 0.944547871545218 -0.337063781929195 0.0937208836970952 "academ"
"J09" -1.18393507482673 -1.00797632838136 -1.38100739103707 -0.993343058182664 0.94219338010604 "academ"
"J10" -0.15131886071468 1.51032591536739 -0.0267221183730943 -0.867950940882224 -0.9779459358715 "academ"
"J11" -0.804741360528501 0.826211083873463 0.0291826533460217 -0.531145180518855 0.129348471369308 "academ"
"J12" -0.775088233031014 0.418241930373861 0.121748366271025 -0.206813373222627 0.732466116489466 "academ"
"J13" -1.02474774684932 -0.272494758467706 -0.416104843186451 -0.770544857181042 2.25124189043959 "academ"
"J14" -1.26469463327715 -0.115891633467021 0.114491648040795 -0.649900697781675 1.48526530612872 "academ"
"J15" -1.46932577811598 -0.399874771523403 -0.840741588009052 -0.574420264984807 2.22736111544658 "academ"
"J16" -1.33527357343469 0.0452730930677493 -1.24646468799535 -0.757336618100843 -0.0795805503948574 "academ"
"J17" -2.22017200419564 0.15554544971108 -0.0890583026406132 0.149022930039304 2.3668357591537 "academ"
"J18" -0.131771699637024 0.992543123086463 2.71138496242271 -0.0422203935463818 -0.531134270946526 "academ"
"J19" -0.386886945953661 -0.608060450452982 0.884643850158075 -0.302286930227558 -0.622302334778669 "academ"
"J20" -0.551829943110572 -0.146326797873133 0.28212300323551 -0.98223675891368 -0.283869392202418 "academ"
"J21" -0.812509761017349 0.16385784909484 0.919051313607833 -0.867147361626323 -1.24536398092856 "academ"
"J22" -1.46821642791466 0.524520871886021 0.808985243249601 -0.343767576805269 -0.0180078360042378 "academ"
"J23" -1.05500850817101 0.937469863698544 -0.0782387332932971 -1.07464247970136 -1.56696227343346 "academ"
"J24" -1.33987350414062 0.100815827226549 -0.365352534063745 -0.329684556821669 0.207873499529735 "academ"
"J25" -1.7460818416112 0.0399753639279093 -0.0219200268525291 -0.602858805231331 0.544938924585114 "academ"
"J26" -1.603621128267 -0.192376008221471 -1.32034434902987 -0.671932898751806 -0.589666562093876 "academ"
"J27" -0.466891472321192 1.49216358983829 -0.228480268612104 -0.0906898998697494 0.614872290570122 "academ"
"J28" -0.642915497657446 1.2605434184531 0.054749970249185 0.904973088366124 -0.163058224900265 "academ"
"J29" -1.43006452333995 -0.0526445590208419 0.0682056898972949 -0.18996684401568 1.26624121325821 "academ"
"J30" -0.512145090845537 -0.0931715636272861 -0.161172636178548 1.11727206590745 2.34051511895822 "academ"
"J31" -0.202241607182005 2.41765479372522 -0.461462225541708 0.79955785709846 1.08532235812 "academ"
"J32" -1.03477039059399 -1.01206302129921 0.448331406243808 0.0615359320739902 0.155998198063546 "academ"
"J33" -0.0869931980109599 1.75660593072488 1.85652657335473 0.918390994512924 -2.10969267849137 "academ"
"J34" -1.08605808516616 1.90541517091433 1.26471536166931 0.479597196792743 -1.18595819435988 "academ"
"J35" -0.738692893998302 0.818306383938121 0.199051045710265 -0.222926241153304 -0.524069499542666 "academ"
"J36" -0.581246106021671 0.780421497403899 -0.884137108278327 0.861231213657936 0.0649028380583089 "academ"
"J37" -1.56170024604036 1.1984466884838 -0.788827363255207 -0.573731366352156 0.384212833582811 "academ"
"J38" -1.51351544023508 -0.119785148216286 0.926206158328463 -0.526767153072536 -0.813793330661352 "academ"
"J39" -0.14090352367205 0.736106909319112 0.363699268285648 -0.160392918453942 -0.923379108483421 "academ"
"J40" -1.51181729797583 0.366925882920305 0.309470318822331 0.0707366309726054 -0.133281146289023 "academ"
"J41" -0.975033961958885 -0.135427214688176 0.96654561864776 -0.384421794158457 0.547690215880875 "academ"
"J42" -1.20714970129929 1.17100188987609 -0.223260245864411 -0.134025713235806 -0.691121094603091 "academ"
"J43" -1.29180502098325 0.105380773054457 0.342182380135905 0.844300145120895 -0.0363224098328718 "academ"
"J44" -1.40375049895381 -0.264675280087906 0.265535543010769 0.337705234288824 -0.823224887806566 "academ"
"J45" -0.996400687263093 -1.17737110031923 0.113519495057199 -0.755297575765015 1.27775681566104 "academ"
"J46" -0.885956986313086 0.0612471143976194 0.0567453030672078 -0.455955523364605 -0.0631001042706657 "academ"
"J47" -0.886287539257663 -0.0994408736900554 0.806161793010224 -0.314690897642629 2.74044531354969 "academ"
"J48" -0.99043393711369 -0.377247348013812 1.29705334834356 0.787376545868969 -1.16191896003991 "academ"
"J49" -1.40876944074751 0.103580390947109 0.700142261408762 -0.570378127990054 -0.385451583907237 "academ"
"J50" -1.33586953606814 0.643306814620118 0.166309884507395 -0.00585235433743468 0.314245292776661 "academ"
"J51" -1.48921700083431 0.567131499618357 0.763283984210278 0.27069362255334 0.309791824882575 "academ"
"J52" 0.317390889621796 2.91608598074465 2.05598586005407 3.11624936622003 1.19029543254698 "academ"
"J53" -0.0943670000689096 1.84389786950128 0.541708942416223 -0.707912091300612 1.5199910079021 "academ"
"J54" -0.841631573697643 2.04653539904988 -0.989874381633341 -0.816288182969956 -0.369681425770912 "academ"
"J55" 0.471614094278357 -0.656734475351135 -1.4558513878473 -0.15549933088965 0.602870219776947 "academ"
"J56" -0.41288468665143 -1.08270677253795 -0.936269250594567 -0.722781485377786 -1.51483831062924 "academ"
"J57" -0.504119916026622 2.11980335911125 0.427075736485025 -0.146869928390157 0.289026760594389 "academ"
"J58" -0.620142998096025 -0.155347842392193 -0.546601065453707 0.939829280236252 0.13408648897675 "academ"
"J59" -0.172218338178599 1.91669957823936 -1.0458933854301 -0.508609153107268 -1.82490650768887 "academ"
"J60" -0.118968889151697 0.492204271930277 0.738864492233529 -1.00964765688037 -1.5380940159791 "academ"
"J61" -0.199509286326536 0.234707866232453 -0.972930593945511 -1.00455880095055 -0.376698063086099 "academ"
"J62" -0.352197175711966 1.36620352619281 0.45248991370774 -0.356883742361136 0.255648537674675 "academ"
"J63" -0.714096047861214 1.69822720945229 0.989930962007259 2.15302027014107 0.190870408696819 "academ"
"J64" -0.206301553312299 0.773173395489516 -0.190830859565758 0.0613682283760915 -0.637682552193745 "academ"
"J65" -0.164444474311728 1.80766399693004 -0.806991694139877 1.08078745202967 -1.07740246874398 "academ"
"J66" -0.320570663913972 1.80485665290285 -0.119547998882757 -0.635856219797707 -0.257275326495658 "academ"
"J67" -0.857417023444057 1.44921349097359 0.470226476432964 0.777475065025634 0.241959740353567 "academ"
"J68" -0.0795023696132391 -0.177987925932986 -0.413653732294703 -1.00767101805619 0.0949417546769321 "academ"
"J69" -0.955973765034924 -1.56150332067357 1.21792782722904 -0.426169877060369 0.330354724231411 "academ"
"J70" -1.3854150635113 -1.071827327999 -1.06179229720818 -0.642852810819361 2.57350260477463 "academ"
"J71" -1.32782136621221 -0.189972429127663 1.54849190741041 -0.527479639732277 -0.347994156609067 "academ"
"J72" -1.7914750976795 -0.707506444002954 -0.48332192665973 -0.59974579399336 1.20452703581631 "academ"
"J73" -1.31006026116042 -1.51340690037097 -0.379803118731784 -0.236222312351368 -0.49142195018168 "academ"
"J74" -1.79120155557283 -0.606330178721633 0.24013087604898 -0.871276630343918 0.392526397884287 "academ"
"J75" -1.0160636856041 -0.112827722408992 0.784152526688268 -0.771827520422456 1.58986626233146 "academ"
"J76" -1.08865762574177 0.143004251519011 -0.314495813910539 -0.617752953986529 -0.149970143693693 "academ"
"J77" -0.822001182105514 -1.67618932888189 -0.208005523545781 -0.765076251465198 0.739446451298098 "academ"
"J78" -1.16190898116303 -1.13921748670153 0.283308896664175 -0.840872345196987 1.10561279602628 "academ"
"J79" -0.853585087530043 0.0239558630551148 1.10845343155914 -0.42690579168617 0.287006597320945 "academ"
"J80" -0.963624481487322 -1.04629980387858 1.18681897271151 -0.175167457391929 0.188787252552067 "academ"
"K01" 1.23875204242732 0.720802637016262 -0.71264846512861 1.04905940438122 -0.10794274781307 "fiction"
"K02" 0.633844297734713 -0.0994590259075236 -0.97412508359556 -0.123723406560579 0.199843412364334 "fiction"
"K03" 1.09774623319051 -0.585871340305488 0.984190096076763 0.463211175789219 1.76270994623664 "fiction"
"K04" 0.544586097625343 1.11874186055201 0.120562817118505 0.616575060914574 -0.982609469161231 "fiction"
"K05" 1.63886608973489 1.32196591513866 -0.620123777955912 -0.910050440263665 -0.725899738016332 "fiction"
"K06" 1.00608572901458 -0.950245597398669 -0.554958875151205 -1.27823485616893 -0.378941491656262 "fiction"
"K07" 2.45864791225609 0.763466949707089 -0.16654998551107 -0.573420341800719 -0.764699160839584 "fiction"
"K08" 0.766028391633919 1.18976322494947 0.511619864116715 2.26103759680106 0.220660215954741 "fiction"
"K09" 0.883531321983104 0.0424438275698689 -0.264035094523195 -1.18282130122717 1.3730288556981 "fiction"
"K10" 0.944994704427843 -0.785840481346601 -0.694162981410277 -0.0626684632157418 -0.394539138608953 "fiction"
"K11" 0.7742197678166 -0.689728003348547 -0.805498526826567 -0.701335697383001 3.71642341114776 "fiction"
"K12" 0.828367095633809 -0.39710157337458 -1.25945759457048 -0.319308003695795 -0.465444684242677 "fiction"
"K13" 1.03974706952366 -0.121488652126014 -0.107179807728262 -0.118874919274864 0.471258393832093 "fiction"
"K14" 0.477995487319564 -0.336087859242444 -0.500194036459769 0.0563779130869862 -0.099523890425522 "fiction"
"K15" 0.667497116066301 -0.891142144551799 -1.2123892538435 0.882699012100049 1.96062801638824 "fiction"
"K16" 0.529968657270128 -0.49305735421824 -1.36403194394387 -0.662699823168514 0.313947446412122 "fiction"
"K17" 1.00211916377387 -0.562670098618257 0.121132398676131 -1.22950903629437 1.34744102167122 "fiction"
"K18" 1.61960934724046 0.302003389505861 0.86377290391904 -0.342324892933796 -0.107133777050286 "fiction"
"K19" 0.622115737682501 0.283736831613244 0.392814066063177 1.84562171403265 -0.110928597937967 "fiction"
"K20" 0.694225826813583 0.317896850066125 -0.335305380130526 1.16373490500653 -0.753380902751856 "fiction"
"K21" 0.896089626225796 -0.424726361828229 -1.32012794068644 -0.546687959762498 0.331949067486847 "fiction"
"K22" 1.1524374116928 -0.461473317164396 -0.0135976976543147 0.851641697222687 0.772501321064333 "fiction"
"K23" 0.447436868286334 0.0569020969697901 -1.60094233505013 -0.0193546325960543 0.372396676210684 "fiction"
"K24" 3.04912089899386 -0.401424394738296 0.978678893749518 -0.682632305931056 1.45994654437196 "fiction"
"K25" 0.766452410419521 1.23702703478388 -1.9388267779736 -0.921215462520541 -0.976582201045036 "fiction"
"K26" 1.62827572422039 -0.0547315672348553 -0.0735875734952067 0.773682603943446 -0.239360706616963 "fiction"
"K27" 0.579260591425775 0.0484094848240897 -1.60663186546777 -0.512083435930972 -0.490162835320549 "fiction"
"K28" 1.56828192161643 -0.730479674804719 -0.588987496462503 0.0383220510350469 1.39621880821117 "fiction"
"K29" 0.204328684653226 0.00752404622083296 -0.696677133779583 -0.18192933096743 1.04418072563797 "fiction"
"L01" 1.72299581095243 0.0554631878840814 1.1445334388964 0.286331286996751 0.985187066482688 "fiction"
"L02" 1.67706202735996 -1.1996993309046 0.568347311502827 0.799504940069826 0.802049036001525 "fiction"
"L03" 2.00893444123003 -0.296461231947369 -0.130204677112481 -0.00240132841408002 1.07799876305729 "fiction"
"L04" 1.18414612718652 0.113582019556995 -0.913607765310284 -1.00670239186574 0.381491117679982 "fiction"
"L05" 1.49077884650936 -0.827390678651849 -0.556907918974474 0.559484411954563 0.00756448807155641 "fiction"
"L06" 1.4925904042331 0.363896803780534 -1.36750617797051 -1.95738770635767 1.33702169277407 "fiction"
"L07" 1.28324276898421 0.00327097652179185 -0.133003692136462 0.131664444920699 1.92743393510739 "fiction"
"L08" 2.58905763753867 1.20118434095605 0.999750304006272 -0.140126671497566 -0.238942681480858 "fiction"
"L09" 1.72160190391105 0.274694975752603 0.306875184191578 -0.104991683274321 1.25892225456533 "fiction"
"L10" 1.68774567041326 0.620265216313838 0.512157528139156 -0.412236696160334 2.36865389510818 "fiction"
"L11" 1.13540354165892 0.2542344366955 1.38135509048379 -0.203461018702899 -0.612217408586988 "fiction"
"L12" 1.41771799167544 -0.286794224546196 0.225706598079193 0.32021822044955 0.61718185740177 "fiction"
"L13" 2.0790642762632 -0.584269869991485 0.105251770975181 -1.1654147133388 0.071186440015956 "fiction"
"L14" 0.826863009570711 0.859889338861603 0.315534408449501 0.562164184414809 -0.346339649747205 "fiction"
"L15" 0.611662732421333 -0.260591750095918 -0.360268774100766 0.846949490455668 1.98140330269227 "fiction"
"L16" 1.41530457213278 -1.03328552761283 0.220403179818286 -0.609851624012792 -0.351542299913693 "fiction"
"L17" 1.15130301961661 -0.689952895421925 -0.056216826234108 -0.395226975941778 0.817952400950777 "fiction"
"L18" 1.58025806628475 0.465850021688093 -0.161562607831253 0.590559772501433 1.58240895298612 "fiction"
"L19" 0.847389570680689 -0.35847763761825 -1.82612906296056 -0.825401229951269 -1.07790709096355 "fiction"
"L20" 1.69519668045343 -0.665215002517248 0.0745282709892666 1.16534544437725 1.05729659287674 "fiction"
"L21" 0.940072029104823 -0.918855655197818 -0.21271179857023 -0.76634696632542 -0.0228321601490589 "fiction"
"L22" 1.2715847801013 0.582487803846272 0.75131549324855 -0.359400805350499 1.89350258954995 "fiction"
"L23" 1.96591096436704 0.790576572376733 0.47929507120912 -0.598965779953802 1.93737134476924 "fiction"
"L24" 2.20060902742403 0.0415179252805224 0.302235035052673 -0.485697589058559 0.600550073453067 "fiction"
"M01" 1.10216322816363 0.183092479261488 0.11593925488267 -0.0581329031099263 0.885102671392585 "fiction"
"M02" 0.43421887239683 0.561273802714926 0.331489030554244 0.944943609328876 1.11548099855355 "fiction"
"M03" 0.924577053828253 1.48164931399924 1.0019145063892 0.31465597349921 -0.393585191128617 "fiction"
"M04" 1.51936591029439 0.147475367074373 0.988962759241635 0.341382439363079 -0.0241949635400781 "fiction"
"M05" 0.00708506137346636 -0.556006289508885 -0.507595401130222 0.0126757398213652 0.142075119257808 "fiction"
"M06" 1.05329389101352 0.665297791991213 -0.261511624525755 0.181707603882445 2.56246819607925 "fiction"
"N01" 1.80470666880064 -0.730578050755763 0.35201332056645 1.19005823572837 1.44897592128611 "fiction"
"N02" 1.71668464528407 -0.939923100011228 -0.554121336446491 -0.937924478123682 1.54269085070679 "fiction"
"N03" 1.03677810724449 -1.29322122397538 -1.7221768672499 -0.148597235945745 -0.657365806294339 "fiction"
"N04" 1.21200472656555 -0.601851403745616 -0.832325065064862 -0.338651439744909 0.40167321996575 "fiction"
"N05" 2.10100004323741 0.138357790359886 -0.138934549447454 0.16307714031276 -0.465012576464922 "fiction"
"N06" 1.02985621169395 1.57423075508694 -0.610754621153927 -0.835197129143893 2.80792140891229 "fiction"
"N07" 1.49430101953921 -1.19227103088329 -0.319737806308669 -0.362976798881766 0.349730229749657 "fiction"
"N08" 0.677773068834755 0.500986295349168 -0.536254938713999 -1.50226754418342 0.572809398179645 "fiction"
"N09" 2.06230197793186 1.06853601720438 -0.106837134288264 -0.243439516737957 -0.256993107579858 "fiction"
"N10" 1.80955137668045 -0.779232818832044 -0.790077181226097 -0.0554663203763961 -1.38304642353352 "fiction"
"N11" 0.781722246116042 0.0504640991224675 -1.08847661081545 -0.0902289521928817 0.639591828089104 "fiction"
"N12" 2.14226092294293 -0.74108649120892 -0.352529009148723 -0.793587911066631 0.0545149695846932 "fiction"
"N13" 1.29464418107996 -0.365984939819523 -1.007741542549 0.0258664884972169 -0.0718340416389302 "fiction"
"N14" 1.26541421210121 -0.111031991698691 -1.32787543484444 -1.08592782151228 0.111000331854625 "fiction"
"N15" 1.13883149110145 -0.627352376548354 -0.810670943052558 -0.597604385258707 0.407223430666366 "fiction"
"N16" 0.882686350104502 0.427322678754226 -1.2328685999969 -0.427143611805364 -0.643155383968251 "fiction"
"N17" 2.27451098804373 -0.579964865785045 0.524841750757381 -0.121337053931122 0.020887280823243 "fiction"
"N18" 1.53039312296615 0.508833630064109 1.02343985646393 0.0585348902491845 2.4386562391541 "fiction"
"N19" 1.09772710794296 -0.285771457298026 -0.449990505971138 0.0318052329304038 -0.279553953063057 "fiction"
"N20" 1.17976479122342 -0.705834577765741 -0.975936741824066 -1.16768420424386 0.661762002869423 "fiction"
"N21" 0.562824326249273 -0.243892255071771 -0.401719455905943 0.417275457346401 1.10578385242407 "fiction"
"N22" 1.4080719677903 0.577644472280681 -1.38733517591536 0.148725561880385 2.16639389961066 "fiction"
"N23" 0.975612486670969 0.197149817723278 -0.363157305320031 -0.377983437028707 -0.394667012051568 "fiction"
"N24" 1.67669901418758 0.369169056575515 -0.0585235244495097 2.4416668052588 -0.621998302378092 "fiction"
"N25" 0.964270468555341 -0.778677612493014 -1.81986315025779 -1.2084954856051 -0.805666878931736 "fiction"
"N26" 0.926617608567914 -0.274530837484615 -1.62074420951663 0.391753387003576 -1.33938878391629 "fiction"
"N27" 1.74331358018243 0.330224200286945 -0.495555925790779 1.34159632437952 -0.0391180410927027 "fiction"
"N28" 0.36015953111618 -0.268574264064161 -1.26185564847983 -0.989625124833241 -0.616733751298843 "fiction"
"N29" 1.76206315147313 -0.307116181332345 -1.32681362322344 0.0110288832463216 -1.3642004857714 "fiction"
"P01" 1.06320624873571 0.143098827141027 -0.839536106001247 -1.48263537940267 0.403958916530682 "fiction"
"P02" 1.46354425737475 -0.334289245847399 0.709579353809487 1.20702838596242 -0.738114208765126 "fiction"
"P03" 1.87128708495198 0.412611048363459 -0.0478353880285215 0.367181653019739 -1.28159805907448 "fiction"
"P04" 1.11904200201293 0.762212220586013 -0.874264069104792 0.797561749539314 0.935524688495283 "fiction"
"P05" 0.81869064267539 0.75349947025907 0.068212020323733 -0.405290472236283 0.574159776476945 "fiction"
"P06" 1.40739300635384 -0.90652507262635 0.390375678741476 1.37414786368016 1.63056306608803 "fiction"
"P07" 0.816342468321436 0.566248842722286 0.272951543457699 1.86628552305515 0.212726828049718 "fiction"
"P08" 1.24346925342226 0.00836865279339013 -1.24400696505844 0.40791647420162 -0.441362148620166 "fiction"
"P09" 2.13112633902536 -0.621210010700457 3.63312188978917 -1.3081528681602 1.37407082386202 "fiction"
"P10" 1.21105415037429 -0.0554561965077091 0.324207980743295 -0.50939179599677 -0.297708029834229 "fiction"
"P11" 1.58723760603441 0.318571721576958 0.758800727474762 -0.106367433704569 1.35578772587661 "fiction"
"P12" 1.74739255231483 0.0293849434943013 0.603522066384787 1.10674080115405 0.209294701142219 "fiction"
"P13" 0.861225696392655 -0.35858114627445 -1.55246038382799 -0.0905716273094846 1.09463133173834 "fiction"
"P14" 1.79817222472215 0.0215146886996569 0.257994319845272 0.292943132446904 1.79425684800381 "fiction"
"P15" 1.28772847393798 0.26801813349573 -0.296237808834662 0.623336761375867 0.974074205029443 "fiction"
"P16" 1.84083225528843 -1.23089862647543 0.124702629289944 0.509032350398556 -0.462191685921961 "fiction"
"P17" 1.20828848851788 0.69293789164095 0.465742689761003 0.0966629223501568 0.478849872188462 "fiction"
"P18" 2.36414901145092 -0.399049103306876 1.05704984817135 0.0754667659178386 -1.34423092793639 "fiction"
"P19" 2.35180424756116 0.324431808767573 0.884550932478666 -0.0667913025049327 0.602168873762314 "fiction"
"P20" 1.42086420121233 0.20631333716494 0.223651145710486 0.452489537197596 0.58772071963983 "fiction"
"P21" 0.997581107050769 0.657383981973175 -0.549540213264661 -0.36219828040426 0.971385045598782 "fiction"
"P22" 1.79990436565479 0.859064562979599 0.757411692192808 0.228193318952229 -0.16353006601253 "fiction"
"P23" 1.38898871443851 -0.201985549148099 0.116989466989245 -0.351315785387188 0.789522065699417 "fiction"
"P24" 2.19751473511345 -1.10594528277132 -0.355137132185653 2.11691781016025 -1.96636356762856 "fiction"
"P25" 0.58474103749339 0.62346454300484 -1.13991351414586 0.716319543848701 0.397188303726518 "fiction"
"P26" 1.38678222179484 0.493959162209434 0.04315729899658 -0.117178326825553 0.718673105849319 "fiction"
"P27" 1.53757033444245 -0.609395256900401 0.127573626108283 0.644459285763224 0.803057253977553 "fiction"
"P28" 0.910055592432436 0.740032934351514 -0.508642749570302 -0.328856886353664 2.52200243402932 "fiction"
"P29" 0.96411255601473 -1.18854355212479 0.435741597458706 0.398401403118181 -0.629030718365563 "fiction"
"R01" 0.640874144530571 0.00110054704827297 -0.850803376878254 -0.467825043489342 -0.563680779217306 "fiction"
"R02" 0.532795680186994 0.32881947912064 0.482268927736222 -0.110347333904168 1.18456320868211 "fiction"
"R03" 0.466373645961038 0.791689698336442 -0.85409186048029 0.487671656894666 -1.03924886122675 "fiction"
"R04" 1.57915127656132 0.31978610951097 0.696304714799063 -0.0285428447474731 -1.29280120741076 "fiction"
"R05" 0.680181084603689 -0.197382789504453 0.401350363001124 3.12171380647404 0.494699385816867 "fiction"
"R06" 0.642066670754222 0.312335333027834 0.16224516270949 4.32241822920074 0.408319955331976 "fiction"
"R07" 1.49231063726453 0.965600012569018 -0.118754688703851 0.76592158841115 -0.457341593115035 "fiction"
"R08" -0.313710812085469 0.449578575798035 -0.586676571098611 -0.0108805769173444 -0.578322292314825 "fiction"
"R09" 0.846797800090007 -0.758144738208132 0.489099197203338 -1.27370048271249 -0.997165744924924 "fiction"
