A01.pastVerbs	A03.presVerbs	B04.placeAdverbials	B05.timeAdverbials	C06.1persProns	C07.2persProns	C08.3persProns	C09.impersProns	C10.demonstrProns	C11.indefProns	C12.doAsProVerb	D13.whQuestions	E14.nominalizations	E16.Nouns	G19.beAsMain	H33.piedPiping	H34.sentenceRel	H35.causative	H36.concessives	H37.conditional	I39.preposn	I40.attrAdj	I41.predAdj	I42.ADV	J43.TTR	J44.wordLength	K45.conjuncts	K46.downtoners	K47.generalHedges	K48.amplifiers	K49.generalEmphatics	K50.discoursePart	K55.publicVerbs	K56.privateVerbs	K57.suasiveVerbs	K58.seemappear	L52.possibModals	L53.necessModals	L54.predicModals	N59.contractions	N60.thatDeletion	N61.strandedPrep	P66.syntNegn	P67.analNegn
0.03323	0.00700	0.00350	0.00306	0.02143	0.00306	0.01399	0.00962	0.01880	0.00262	0.00437	0.00918	0.01705	0.18540	0.01443	0.00087	0.00306	0.00131	0.00044	0.00262	0.11063	0.05859	0.00131	0.03105	0.51436	4.37287	0.08264	0.00219	0.00000	0.00131	0.00175	0.00087	0.00437	0.00962	0.00350	0.00087	0.00481	0.00175	0.01749	0.00394	0.01399	0.00000	0.00000	0.01006
0.02838	0.00901	0.00135	0.00135	0.01532	0.00405	0.01261	0.00586	0.01081	0.00045	0.00270	0.00811	0.03333	0.16486	0.00991	0.00090	0.00450	0.00000	0.00045	0.00225	0.10676	0.07252	0.00045	0.02883	0.53806	4.61143	0.06982	0.00090	0.00045	0.00225	0.00000	0.00315	0.00360	0.00495	0.00225	0.00045	0.00541	0.00721	0.00631	0.00270	0.00811	0.00045	0.00000	0.00766
0.02343	0.00824	0.00174	0.00477	0.02690	0.00130	0.01475	0.00738	0.01388	0.00087	0.00434	0.01041	0.01692	0.17050	0.01302	0.00000	0.00087	0.00260	0.00043	0.00347	0.09544	0.06941	0.00087	0.04035	0.58886	4.41028	0.06594	0.00174	0.00043	0.00174	0.00260	0.00174	0.00174	0.00781	0.00130	0.00087	0.00781	0.00304	0.00781	0.00998	0.00911	0.00087	0.00000	0.00738
0.03236	0.01487	0.00219	0.00437	0.00437	0.00000	0.02711	0.00787	0.01399	0.00087	0.00044	0.01049	0.02011	0.15391	0.01924	0.00000	0.00306	0.00044	0.00044	0.00306	0.10013	0.06777	0.00262	0.04066	0.54167	4.49656	0.10319	0.00700	0.00087	0.00087	0.00044	0.00481	0.00394	0.01093	0.00131	0.00219	0.00700	0.00262	0.00831	0.00656	0.01268	0.00000	0.00000	0.00918
0.02895	0.00965	0.00263	0.00351	0.00351	0.00175	0.00570	0.01140	0.01711	0.00044	0.00175	0.00570	0.02018	0.16886	0.01579	0.00132	0.00351	0.00000	0.00044	0.00439	0.11623	0.09430	0.00175	0.04781	0.55699	4.54004	0.08596	0.00132	0.00088	0.00175	0.00263	0.00351	0.00658	0.00614	0.00351	0.00088	0.00307	0.00351	0.01140	0.00439	0.01053	0.00044	0.00044	0.00746
0.02873	0.00958	0.00261	0.00784	0.01480	0.00000	0.00827	0.00914	0.01872	0.00218	0.00305	0.00871	0.02481	0.15324	0.01828	0.00044	0.00305	0.00174	0.00044	0.00174	0.11276	0.10231	0.00087	0.05007	0.49868	4.79002	0.07619	0.00348	0.00000	0.00305	0.00131	0.00392	0.00435	0.01132	0.00218	0.00174	0.00566	0.00218	0.00740	0.00697	0.01567	0.00000	0.00131	0.00522
0.03549	0.01325	0.00214	0.00470	0.02223	0.00684	0.01667	0.00941	0.01881	0.00171	0.00342	0.01197	0.01838	0.13938	0.01240	0.00086	0.00257	0.00043	0.00086	0.00299	0.09791	0.07439	0.00043	0.05130	0.50000	4.44914	0.07781	0.00342	0.00000	0.00128	0.00342	0.00299	0.00470	0.00983	0.00342	0.00000	0.00727	0.00257	0.00599	0.00385	0.01625	0.00086	0.00000	0.00770
0.03105	0.01063	0.00340	0.00340	0.00255	0.00085	0.03275	0.00510	0.00510	0.00128	0.00383	0.00766	0.00978	0.17312	0.01106	0.00043	0.00128	0.00000	0.00085	0.00043	0.09443	0.08550	0.00000	0.05487	0.59894	4.42864	0.06040	0.00723	0.00043	0.00213	0.00425	0.00128	0.00213	0.00468	0.00043	0.00128	0.00170	0.00043	0.00255	0.00766	0.00638	0.00085	0.00000	0.00468
0.03008	0.00975	0.00381	0.00254	0.00339	0.00000	0.02119	0.00551	0.01695	0.00254	0.00212	0.00763	0.01653	0.14788	0.00847	0.00085	0.00466	0.00000	0.00042	0.00169	0.11949	0.08051	0.00127	0.04322	0.51407	4.46161	0.06737	0.00381	0.00042	0.00636	0.00212	0.00127	0.00212	0.00636	0.00127	0.00254	0.00297	0.00127	0.00466	0.00720	0.00763	0.00127	0.00000	0.00551
0.02434	0.00769	0.00128	0.00683	0.03202	0.00171	0.00982	0.00555	0.01921	0.00171	0.00256	0.00598	0.02092	0.15073	0.00811	0.00043	0.00598	0.00000	0.00000	0.00384	0.11230	0.06874	0.00000	0.03459	0.55497	4.40315	0.06447	0.00299	0.00000	0.00299	0.00085	0.00299	0.00427	0.00726	0.00128	0.00043	0.00427	0.00171	0.00811	0.00982	0.01153	0.00000	0.00000	0.00726
0.03623	0.01309	0.00175	0.00262	0.02619	0.00262	0.01484	0.01179	0.01440	0.00218	0.00524	0.00655	0.02488	0.15452	0.01135	0.00131	0.00524	0.00044	0.00000	0.00131	0.11131	0.06111	0.00044	0.03405	0.52116	4.45608	0.06460	0.00218	0.00087	0.00087	0.00175	0.00262	0.00393	0.01484	0.00000	0.00262	0.00306	0.00175	0.00786	0.01091	0.01615	0.00175	0.00000	0.00917
0.03701	0.01480	0.00082	0.00370	0.00617	0.00164	0.02344	0.00987	0.01480	0.00288	0.00452	0.00946	0.01028	0.15008	0.01028	0.00123	0.00288	0.00000	0.00123	0.00123	0.09334	0.06579	0.00041	0.04400	0.54427	4.41972	0.05592	0.00123	0.00123	0.00041	0.00370	0.00288	0.00247	0.00781	0.00164	0.00041	0.00329	0.00041	0.00493	0.00905	0.00987	0.00082	0.00000	0.00699
0.04000	0.00946	0.00043	0.00473	0.00129	0.00516	0.01892	0.00430	0.01462	0.00086	0.00215	0.00301	0.01763	0.19312	0.00817	0.00000	0.00215	0.00000	0.00129	0.00129	0.12129	0.08344	0.00043	0.05118	0.59481	4.62938	0.05204	0.00559	0.00000	0.00172	0.00215	0.00215	0.00172	0.00559	0.00172	0.00344	0.00559	0.00086	0.00344	0.00774	0.00860	0.00043	0.00086	0.00430
0.03356	0.00680	0.00085	0.00297	0.00127	0.00212	0.03229	0.01020	0.00935	0.00085	0.00085	0.00680	0.01912	0.16610	0.01827	0.00042	0.00255	0.00042	0.00085	0.00127	0.10535	0.09388	0.00255	0.04588	0.54167	4.58598	0.08496	0.00382	0.00042	0.00170	0.00297	0.00255	0.00255	0.00510	0.00340	0.00170	0.00297	0.00042	0.00085	0.00807	0.00595	0.00000	0.00085	0.00552
0.02581	0.01354	0.00085	0.00339	0.00931	0.00042	0.01989	0.00762	0.01523	0.00423	0.00423	0.01100	0.01016	0.15023	0.01650	0.00042	0.00381	0.00000	0.00000	0.00042	0.10834	0.07829	0.00000	0.04740	0.52507	4.29828	0.07871	0.00339	0.00000	0.00254	0.00381	0.00212	0.00296	0.00804	0.00085	0.00085	0.00254	0.00212	0.00169	0.01354	0.01058	0.00085	0.00000	0.00677
0.03000	0.01625	0.00250	0.00417	0.01208	0.00333	0.02875	0.00708	0.01250	0.00375	0.00292	0.01000	0.01292	0.15583	0.01250	0.00125	0.00208	0.00083	0.00167	0.00250	0.11125	0.08333	0.00042	0.05292	0.54756	4.41864	0.05833	0.00292	0.00042	0.00167	0.00250	0.00333	0.00792	0.00875	0.00250	0.00250	0.00583	0.00167	0.00417	0.01292	0.01292	0.00042	0.00000	0.00583
0.02539	0.01351	0.00246	0.00450	0.00410	0.00246	0.02170	0.00614	0.01188	0.00205	0.00123	0.01392	0.01802	0.16421	0.01310	0.00205	0.00450	0.00041	0.00041	0.00328	0.11466	0.08640	0.00000	0.04423	0.60465	4.45185	0.06634	0.00287	0.00000	0.00328	0.00205	0.00287	0.00246	0.00696	0.00082	0.00082	0.00655	0.00123	0.00328	0.00819	0.00778	0.00000	0.00000	0.01024
0.03458	0.01112	0.00124	0.00371	0.00000	0.00000	0.01935	0.00865	0.01029	0.00124	0.00206	0.00659	0.01400	0.15562	0.01523	0.00000	0.00000	0.00000	0.00082	0.00124	0.09469	0.09057	0.00041	0.04076	0.58667	4.62078	0.08275	0.00247	0.00124	0.00206	0.00206	0.00206	0.00082	0.00576	0.00124	0.00082	0.00288	0.00000	0.00124	0.00535	0.00618	0.00041	0.00041	0.00535
0.04068	0.00847	0.00297	0.00339	0.00551	0.00254	0.03220	0.00763	0.01398	0.00042	0.00551	0.01314	0.00890	0.16695	0.01271	0.00085	0.00593	0.00042	0.00127	0.00085	0.11398	0.07839	0.00042	0.04237	0.52219	4.28685	0.06271	0.00254	0.00042	0.00169	0.00212	0.00212	0.00169	0.00593	0.00000	0.00381	0.00381	0.00042	0.00085	0.01144	0.00593	0.00127	0.00000	0.00424
0.03520	0.00763	0.00212	0.00424	0.00382	0.00000	0.01484	0.01103	0.01781	0.00212	0.00254	0.00551	0.01442	0.14716	0.01569	0.00085	0.00085	0.00085	0.00085	0.00042	0.10560	0.07676	0.00127	0.04156	0.52850	4.40237	0.07209	0.00212	0.00000	0.00170	0.00339	0.00170	0.00297	0.00424	0.00000	0.00212	0.00424	0.00042	0.00339	0.01103	0.00594	0.00085	0.00042	0.00636
0.03522	0.01457	0.00202	0.00486	0.00729	0.00162	0.03563	0.00526	0.01053	0.00121	0.00243	0.01215	0.01134	0.15830	0.01296	0.00081	0.00202	0.00000	0.00081	0.00040	0.09960	0.07571	0.00000	0.04251	0.54308	4.24003	0.05951	0.00405	0.00000	0.00081	0.00121	0.00162	0.00324	0.00445	0.00000	0.00162	0.00202	0.00040	0.00202	0.00931	0.00648	0.00000	0.00000	0.00445
0.03274	0.01617	0.00162	0.00202	0.00202	0.00000	0.02385	0.00728	0.01213	0.00323	0.00121	0.01334	0.01819	0.15198	0.01334	0.00081	0.00243	0.00000	0.00040	0.00040	0.10469	0.08892	0.00040	0.03961	0.55643	4.56774	0.06386	0.00283	0.00000	0.00121	0.00000	0.00364	0.00121	0.00849	0.00040	0.00202	0.00404	0.00162	0.00121	0.00566	0.00889	0.00040	0.00040	0.00566
0.03272	0.01147	0.00212	0.00425	0.00042	0.00000	0.02040	0.00340	0.00765	0.00170	0.00170	0.00552	0.03060	0.18360	0.01062	0.00255	0.00722	0.00042	0.00127	0.00000	0.12112	0.07310	0.00085	0.03357	0.56250	4.65177	0.05142	0.00212	0.00085	0.00085	0.00255	0.00170	0.00340	0.00765	0.00085	0.00085	0.00297	0.00042	0.00170	0.00892	0.01062	0.00000	0.00000	0.00340
0.03960	0.01436	0.00435	0.00392	0.00435	0.00087	0.01654	0.00696	0.01784	0.00174	0.00261	0.00696	0.01218	0.17929	0.01088	0.00174	0.00566	0.00131	0.00305	0.00218	0.11053	0.07963	0.00044	0.04003	0.51958	4.55989	0.06832	0.00305	0.00000	0.00131	0.00131	0.00218	0.00566	0.00783	0.00000	0.00174	0.00261	0.00044	0.00653	0.00783	0.01131	0.00044	0.00000	0.00435
0.03180	0.01280	0.00194	0.00271	0.00116	0.00000	0.02133	0.00853	0.01202	0.00194	0.00078	0.00698	0.01551	0.17255	0.01047	0.00078	0.00194	0.00000	0.00000	0.00194	0.11090	0.09228	0.00116	0.04226	0.54308	4.54766	0.06902	0.00349	0.00078	0.00078	0.00116	0.00039	0.00427	0.00504	0.00078	0.00194	0.00543	0.00155	0.00155	0.00775	0.00775	0.00078	0.00078	0.00310
0.01463	0.01107	0.00633	0.00554	0.00000	0.00079	0.01068	0.00158	0.00751	0.00000	0.00119	0.00237	0.00514	0.18505	0.01186	0.00000	0.00158	0.00000	0.00040	0.00000	0.10992	0.08383	0.00198	0.02807	0.59894	4.48986	0.05457	0.00119	0.00040	0.00119	0.00198	0.00277	0.00000	0.00316	0.00040	0.00000	0.00316	0.00040	0.00316	0.00791	0.00316	0.00040	0.00000	0.00119
0.02975	0.01725	0.00302	0.00259	0.00604	0.00000	0.02587	0.00862	0.01509	0.00129	0.00129	0.00862	0.01639	0.15869	0.01639	0.00129	0.00259	0.00129	0.00086	0.00302	0.09659	0.07417	0.00000	0.04571	0.52480	4.49325	0.07417	0.00474	0.00129	0.00129	0.00302	0.00216	0.00690	0.00992	0.00216	0.00000	0.00431	0.00302	0.00561	0.00776	0.01509	0.00000	0.00000	0.01035
0.02136	0.01968	0.00335	0.00251	0.00084	0.00000	0.01298	0.00628	0.01131	0.00168	0.00209	0.00419	0.01382	0.22571	0.00921	0.00084	0.00377	0.00168	0.00126	0.00084	0.10134	0.07621	0.00042	0.03811	0.59740	4.58999	0.04816	0.00293	0.00042	0.00042	0.00168	0.00168	0.00586	0.00586	0.00000	0.00042	0.00419	0.00126	0.00251	0.01005	0.01005	0.00042	0.00000	0.00293
0.03163	0.01717	0.00090	0.00181	0.01491	0.00000	0.01310	0.01808	0.01491	0.00136	0.00226	0.00904	0.01582	0.16991	0.01672	0.00452	0.01808	0.00045	0.00136	0.00090	0.13240	0.07592	0.00045	0.05106	0.48958	4.38534	0.08269	0.00181	0.00045	0.00226	0.00181	0.00316	0.00407	0.01491	0.00136	0.00090	0.00723	0.00090	0.00136	0.00362	0.01627	0.00000	0.00136	0.01130
0.03175	0.01544	0.00129	0.00343	0.02059	0.00000	0.01030	0.01158	0.02703	0.00086	0.00386	0.01030	0.02874	0.10897	0.01845	0.00386	0.00515	0.00043	0.00129	0.00558	0.11497	0.07508	0.00043	0.06821	0.47301	4.47834	0.11240	0.00772	0.00043	0.00515	0.00300	0.00129	0.00686	0.00944	0.00386	0.00129	0.00944	0.00472	0.00172	0.00515	0.01459	0.00000	0.00043	0.01073
0.03683	0.00814	0.00086	0.00642	0.01242	0.00128	0.00899	0.00642	0.02099	0.00171	0.00214	0.00514	0.01456	0.14390	0.01328	0.00043	0.00385	0.00128	0.00043	0.00043	0.12377	0.08051	0.00043	0.05525	0.53646	4.70342	0.07923	0.00600	0.00000	0.00343	0.00257	0.00600	0.00642	0.01199	0.00128	0.00171	0.00128	0.00128	0.00385	0.00428	0.01756	0.00000	0.00086	0.00514
0.02898	0.02119	0.00043	0.00173	0.00043	0.00000	0.04022	0.01211	0.01817	0.00000	0.00346	0.00389	0.02076	0.15787	0.01298	0.00043	0.00346	0.00303	0.00087	0.00389	0.13192	0.05277	0.00043	0.04888	0.39314	4.19657	0.08002	0.00346	0.00000	0.00087	0.00130	0.00606	0.00346	0.00649	0.00087	0.00173	0.00389	0.00346	0.00433	0.00606	0.00952	0.00000	0.00173	0.01427
0.04816	0.00544	0.00126	0.00293	0.01549	0.00042	0.04229	0.01382	0.01508	0.00126	0.00335	0.01633	0.01298	0.14154	0.01256	0.00084	0.00503	0.00126	0.00251	0.00084	0.10469	0.05946	0.00084	0.05025	0.58056	4.56109	0.06491	0.00042	0.00000	0.00168	0.00126	0.00084	0.00963	0.01173	0.00503	0.00126	0.00670	0.00377	0.00293	0.00335	0.01675	0.00084	0.00251	0.01131
0.03078	0.01387	0.00173	0.00347	0.02904	0.01430	0.03381	0.01040	0.01257	0.00043	0.00043	0.01300	0.01300	0.14911	0.01257	0.00130	0.00347	0.00087	0.00130	0.00217	0.11573	0.05635	0.00087	0.04161	0.51026	3.99368	0.06155	0.00520	0.00000	0.00303	0.00130	0.00303	0.00564	0.01300	0.00173	0.00130	0.00520	0.00217	0.00477	0.00607	0.01040	0.00043	0.00087	0.00867
0.02707	0.00988	0.00301	0.00172	0.03868	0.00559	0.04598	0.00859	0.02450	0.00301	0.00387	0.01418	0.01289	0.16287	0.01934	0.00129	0.00602	0.00086	0.00258	0.00301	0.10099	0.05587	0.00086	0.04040	0.54667	3.95841	0.08036	0.00430	0.00043	0.00258	0.00387	0.00172	0.00731	0.00945	0.00129	0.00000	0.00774	0.00344	0.01074	0.00516	0.01504	0.00043	0.00000	0.00559
0.04348	0.00609	0.00174	0.00217	0.00261	0.00000	0.01000	0.00739	0.01913	0.00217	0.00130	0.00696	0.01652	0.12957	0.00652	0.00174	0.00826	0.00043	0.00130	0.00087	0.11870	0.08913	0.00000	0.04783	0.52308	4.41345	0.05522	0.00304	0.00000	0.00043	0.00174	0.00217	0.00261	0.01174	0.00000	0.00304	0.00565	0.00261	0.00217	0.00261	0.01348	0.00000	0.00000	0.00217
0.02364	0.00744	0.00044	0.00394	0.00219	0.00044	0.01751	0.00613	0.01489	0.00263	0.00044	0.00744	0.03415	0.21716	0.01007	0.00044	0.00088	0.00044	0.00044	0.00175	0.10858	0.07005	0.00088	0.03152	0.53158	4.93566	0.06261	0.00263	0.00044	0.00044	0.00219	0.00263	0.00394	0.00744	0.00701	0.00000	0.00744	0.00701	0.00613	0.00219	0.01226	0.00131	0.00000	0.00350
0.03132	0.01477	0.00134	0.00403	0.01253	0.00000	0.01834	0.00716	0.02595	0.00179	0.00268	0.00716	0.03803	0.15615	0.01566	0.00268	0.00761	0.00045	0.00045	0.00224	0.11186	0.07785	0.00045	0.04519	0.53034	4.93826	0.08322	0.00582	0.00045	0.00179	0.00134	0.00134	0.00403	0.00582	0.00268	0.00089	0.00582	0.00313	0.00492	0.00313	0.00984	0.00045	0.00134	0.01074
0.02608	0.01651	0.00261	0.00174	0.01130	0.00000	0.01347	0.01347	0.01869	0.00217	0.00956	0.00739	0.02781	0.14211	0.01608	0.00304	0.00695	0.00130	0.00000	0.00565	0.11517	0.09344	0.00130	0.05432	0.41645	4.38789	0.08388	0.00391	0.00000	0.00217	0.00130	0.00261	0.00391	0.01173	0.00261	0.00087	0.01000	0.00391	0.00782	0.00348	0.01391	0.00000	0.00000	0.01651
0.03126	0.00999	0.00130	0.00087	0.00434	0.00000	0.01954	0.00478	0.01911	0.00043	0.00087	0.00608	0.03430	0.19627	0.01172	0.00174	0.00174	0.00130	0.00043	0.00000	0.13461	0.10291	0.00043	0.03951	0.55065	4.92491	0.05124	0.00174	0.00087	0.00043	0.00391	0.00217	0.00087	0.00955	0.00043	0.00130	0.00217	0.00174	0.00261	0.00478	0.01042	0.00043	0.00000	0.00651
0.01854	0.01085	0.00362	0.00452	0.04659	0.01402	0.00181	0.00769	0.02442	0.00271	0.00000	0.00859	0.00498	0.19674	0.01131	0.00090	0.00226	0.00090	0.00045	0.00407	0.12800	0.05744	0.00045	0.04071	0.45789	4.08720	0.06875	0.00317	0.00045	0.00181	0.00045	0.00271	0.00045	0.01945	0.00181	0.00000	0.00950	0.00045	0.00814	0.00136	0.01583	0.00136	0.00000	0.00271
0.05009	0.00132	0.00132	0.00483	0.00659	0.00000	0.02153	0.00615	0.00615	0.00044	0.00264	0.01054	0.03032	0.16432	0.00835	0.00220	0.00615	0.00220	0.00176	0.00088	0.13093	0.07469	0.00044	0.03339	0.46073	4.86865	0.05536	0.00132	0.00044	0.00088	0.00132	0.00176	0.00395	0.00923	0.00044	0.00000	0.00264	0.00220	0.00264	0.00264	0.01098	0.00044	0.00000	0.00220
0.04530	0.00740	0.00044	0.00479	0.00392	0.00131	0.01394	0.00479	0.01916	0.00044	0.00087	0.00348	0.02134	0.17291	0.01089	0.00131	0.00348	0.00087	0.00000	0.00131	0.11150	0.10192	0.00131	0.03354	0.53034	4.67931	0.06838	0.00436	0.00044	0.00131	0.00000	0.00174	0.00392	0.01045	0.00174	0.00000	0.00566	0.00044	0.00087	0.00218	0.01481	0.00087	0.00000	0.01002
0.04527	0.01358	0.00041	0.00782	0.02346	0.02346	0.03210	0.00658	0.00782	0.00329	0.00329	0.01358	0.00864	0.11852	0.01564	0.00082	0.00329	0.00288	0.00041	0.00494	0.09136	0.04733	0.00000	0.02716	0.48541	3.70521	0.09547	0.00123	0.00000	0.00082	0.00041	0.00370	0.00617	0.00988	0.00288	0.00000	0.00741	0.00247	0.00494	0.00206	0.01317	0.00000	0.00165	0.01029
0.03863	0.01159	0.00343	0.00730	0.03476	0.01245	0.02704	0.00987	0.01330	0.00343	0.00258	0.01073	0.01330	0.17554	0.01888	0.00086	0.00258	0.00043	0.00043	0.00215	0.09313	0.05751	0.00043	0.04120	0.51882	4.32196	0.08069	0.00429	0.00043	0.00086	0.00215	0.00215	0.00515	0.00901	0.00258	0.00215	0.00343	0.00086	0.00300	0.00687	0.01373	0.00000	0.00043	0.00858
0.02858	0.01979	0.00132	0.00528	0.00352	0.01759	0.02858	0.01099	0.01979	0.00220	0.00704	0.01143	0.01583	0.16051	0.01143	0.00132	0.00572	0.00528	0.00132	0.00044	0.08971	0.06816	0.00000	0.06201	0.57069	4.53896	0.05453	0.00352	0.00044	0.00396	0.00308	0.00396	0.00132	0.01055	0.00132	0.00132	0.00352	0.00220	0.00308	0.01583	0.00967	0.00044	0.00000	0.00396
0.03234	0.01005	0.00131	0.00350	0.01661	0.01311	0.02797	0.01748	0.01530	0.00219	0.00481	0.00743	0.00743	0.19187	0.01530	0.00044	0.00131	0.00175	0.00044	0.00524	0.09965	0.08829	0.00087	0.03846	0.51852	4.17267	0.06643	0.00175	0.00044	0.00087	0.00437	0.00175	0.00087	0.00568	0.00262	0.00175	0.00175	0.00175	0.00612	0.00874	0.00787	0.00044	0.00087	0.00524
0.02831	0.01061	0.00088	0.00708	0.02167	0.00221	0.00885	0.01238	0.01460	0.00044	0.00177	0.00531	0.01327	0.18576	0.01327	0.00177	0.00929	0.00354	0.00000	0.00752	0.08403	0.09421	0.00177	0.04069	0.51181	4.74225	0.08271	0.00133	0.00044	0.00442	0.00088	0.00088	0.00044	0.01238	0.00088	0.00177	0.01415	0.00575	0.01415	0.00796	0.01106	0.00044	0.00044	0.00398
0.02416	0.01467	0.00173	0.00302	0.01165	0.00690	0.01122	0.00949	0.01682	0.00086	0.00129	0.00431	0.02804	0.16868	0.01553	0.00000	0.00216	0.00129	0.00173	0.00173	0.10742	0.09103	0.00043	0.04443	0.55990	4.76036	0.07420	0.00388	0.00086	0.00302	0.00259	0.00302	0.00129	0.00518	0.00216	0.00129	0.00345	0.00086	0.00259	0.01294	0.00518	0.00043	0.00000	0.00302
0.04170	0.01109	0.00177	0.00311	0.00621	0.01065	0.01952	0.00710	0.01775	0.00089	0.00266	0.00976	0.00843	0.19122	0.01375	0.00044	0.00222	0.00177	0.00000	0.00177	0.10204	0.05901	0.00133	0.02839	0.51697	4.38812	0.07675	0.00266	0.00044	0.00222	0.00222	0.00089	0.00399	0.01109	0.00355	0.00044	0.00355	0.00266	0.00355	0.00754	0.01642	0.00000	0.00000	0.00444
0.03268	0.00716	0.00269	0.00537	0.00134	0.00895	0.00761	0.00761	0.00627	0.00090	0.00134	0.01209	0.01432	0.22516	0.01432	0.00134	0.00537	0.00000	0.00000	0.00224	0.11012	0.07699	0.00045	0.03850	0.54663	4.58372	0.09176	0.00224	0.00134	0.00045	0.00134	0.00313	0.00045	0.00850	0.00090	0.00000	0.01074	0.00179	0.00269	0.00403	0.00850	0.00000	0.00000	0.00716
0.02995	0.00915	0.00250	0.00374	0.00291	0.00541	0.00499	0.00333	0.01082	0.00000	0.00125	0.00416	0.01040	0.21339	0.00499	0.00000	0.00208	0.00000	0.00000	0.00166	0.09401	0.05532	0.00042	0.02995	0.42368	4.00876	0.05824	0.00291	0.00042	0.00042	0.00083	0.00208	0.00000	0.00666	0.00000	0.00000	0.00374	0.00416	0.00416	0.03577	0.00666	0.00083	0.00000	0.00333
0.03831	0.00766	0.00135	0.00000	0.00090	0.00000	0.00946	0.00766	0.01893	0.00135	0.00270	0.00541	0.03380	0.21406	0.01667	0.00090	0.00180	0.00135	0.00000	0.00090	0.11356	0.07165	0.00045	0.03064	0.46316	4.64432	0.11221	0.00180	0.00000	0.00000	0.00090	0.00045	0.00045	0.00991	0.00000	0.00045	0.00631	0.00496	0.00721	0.00541	0.01037	0.00000	0.00000	0.00225
0.03331	0.01439	0.00370	0.00411	0.00493	0.00041	0.02837	0.00247	0.00658	0.00288	0.00370	0.00164	0.00370	0.11678	0.01604	0.00000	0.00041	0.00000	0.00000	0.00082	0.08882	0.06661	0.00041	0.02467	0.55526	4.21809	0.06044	0.00082	0.00000	0.00206	0.00288	0.00164	0.00164	0.00658	0.00123	0.00164	0.00206	0.00041	0.00082	0.00576	0.00658	0.00041	0.00000	0.00123
0.02823	0.00766	0.00282	0.00403	0.00968	0.00565	0.00685	0.01250	0.01815	0.00040	0.00242	0.00121	0.01048	0.17460	0.01532	0.00000	0.00363	0.00121	0.00202	0.00161	0.10161	0.07540	0.00040	0.03629	0.58268	4.23301	0.05565	0.00282	0.00081	0.00363	0.00282	0.00282	0.00000	0.00444	0.00121	0.00161	0.00403	0.00000	0.00121	0.02137	0.00403	0.00000	0.00000	0.00161
0.05865	0.00385	0.00257	0.00214	0.00043	0.00086	0.03125	0.00685	0.01113	0.00128	0.00086	0.00557	0.00300	0.19906	0.01156	0.00171	0.00385	0.00043	0.00128	0.00128	0.12928	0.05009	0.00043	0.02954	0.56658	4.20845	0.05223	0.00086	0.00000	0.00000	0.00171	0.00043	0.00300	0.00214	0.00086	0.00043	0.00214	0.00043	0.00214	0.00899	0.00514	0.00000	0.00086	0.00428
0.01446	0.01227	0.00307	0.00263	0.00175	0.01578	0.00394	0.00263	0.00876	0.00000	0.00088	0.00920	0.01490	0.18536	0.01271	0.00000	0.00394	0.00000	0.00000	0.00088	0.11043	0.08545	0.00000	0.03111	0.54856	4.74238	0.06091	0.00131	0.00000	0.00088	0.00482	0.00175	0.00044	0.00526	0.00000	0.00000	0.00833	0.00131	0.00351	0.00833	0.00526	0.00000	0.00000	0.00263
0.06855	0.00487	0.01238	0.00929	0.02079	0.00044	0.00929	0.01504	0.01017	0.00000	0.00044	0.00619	0.00708	0.15834	0.00442	0.00221	0.00531	0.00000	0.00044	0.00000	0.14286	0.07077	0.00000	0.03715	0.52972	4.22212	0.03804	0.00354	0.00000	0.00000	0.00177	0.00265	0.00000	0.00708	0.00000	0.00044	0.00088	0.00000	0.00133	0.00442	0.00663	0.00088	0.00000	0.00000
0.02186	0.00943	0.00386	0.00086	0.00086	0.01972	0.00643	0.00729	0.00643	0.00000	0.00857	0.00429	0.00471	0.26018	0.00686	0.00000	0.00043	0.00000	0.00000	0.00257	0.10116	0.06129	0.00086	0.03129	0.55319	4.37849	0.02572	0.00171	0.00043	0.00171	0.00386	0.00171	0.00043	0.00729	0.00043	0.00000	0.00557	0.00043	0.00129	0.00943	0.00729	0.00171	0.00000	0.00214
0.03029	0.00341	0.00811	0.00043	0.00000	0.00043	0.00171	0.00213	0.00128	0.00000	0.00043	0.00384	0.01408	0.28242	0.00213	0.00043	0.00043	0.00000	0.00000	0.00256	0.13695	0.07167	0.00000	0.03029	0.52162	4.33860	0.03242	0.00171	0.00043	0.00128	0.00085	0.00000	0.00043	0.00341	0.00043	0.00000	0.00256	0.00043	0.00469	0.00939	0.00299	0.00341	0.00000	0.00341
0.05228	0.00492	0.00760	0.00134	0.00492	0.00492	0.00760	0.01251	0.00849	0.00045	0.00223	0.00492	0.00894	0.22386	0.01072	0.00000	0.00134	0.00134	0.00000	0.00179	0.11573	0.05139	0.00000	0.03441	0.56349	4.24763	0.08937	0.00179	0.00000	0.00089	0.00268	0.00357	0.00045	0.00179	0.00000	0.00000	0.00357	0.00000	0.00402	0.00626	0.00179	0.00089	0.00045	0.00134
